id	question	imageurl	correct	answer1	answer2	answer3	answer4	type
280	Dây đai an toàn lắp trên ô tô phải đảm bảo yêu cầu an toàn kỹ thuật dưới đây?		1	Đủ số lượng, lắp đặt chắc chắn không bị rách, đứt, khóa cài đóng, mở nhẹ nhàng, không tự mở, không bị kẹt; kéo ra thu vào dễ dàng, cơ cấu hãm giữ chặt dây khi giật dây đột ngột.	Đủ số lượng, lắp đặt chắc chắn không bị rách, đứt, khóa cài đóng, mở nhẹ nhàng, không tự mở, không bị kẹt; kéo ra thu vào dễ dàng, cơ cấu hãm mở ra khi giật dây đột ngột.	Cả ý 1 và ý 2.		0
281	Thế nào là động cơ 4 kỳ?		2	Là loại động cơ: Để hoàn thành một chu trình công tác của động cơ, pít tông thực hiện 2 (hai) hành trình, trong đó có một lần sinh công.	Là loại động cơ: Để hoàn thành một chu trình công tác của động cơ, pít tông thực hiện 4 (bốn) hành trình, trong đó có một lần sinh công.			0
282	Công dụng của hệ thống bôi trơn đối với động cơ ô tô?		1	Cung cấp một lượng dầu bôi trơn đủ và sạch dưới áp suất nhất định đi bôi trơn cho các chi tiết của động cơ để giảm ma sát, giảm mài mòn, làm kín, làm sạch, làm mát và chống gỉ.	Cung cấp một lượng nhiên liệu đầy đủ và sạch để cho động cơ ô tô hoạt động.	Cả ý 1 và ý 2.		0
283	Niên hạn sử dụng của xe ô tô tải (tính bắt đầu từ năm sản xuất) là bao nhiêu năm?		3	15 năm.	20 năm.	25 năm.		0
284	Niên hạn sử dụng của xe ô tô chở người trên 9 chỗ ngồi (tính bắt đầu từ năm sản xuất) là bao nhiêu năm?		2	5 năm.	20 năm.	25 năm.		0
285	Hãy nêu công dụng của động cơ xe ô tô?		1	Khi làm việc, nhiệt năng được biến đổi thành cơ năng làm trục khuỷu động cơ quay, truyền lực đến các bánh xe chủ động tạo ra chuyển động tịnh tiến cho xe ô tô.	Khi làm việc, cơ năng được biến đổi thành nhiệt năng và truyền đến các bánh xe chủ động tạo ra chuyển động tịnh tiến cho xe ô tô.	Cả ý 1 và ý 2.		0
286	Hãy nêu công dụng hệ thống truyền lực của xe ô tô?		1	Dùng để truyền mô men quay từ động cơ tới các bánh xe chủ động của xe ô tô.	Dùng để thay đổi hướng chuyển động hoặc giữ cho xe ô tô chuyển động ổn định theo hướng xác định.	Dùng để làm giảm tốc độ, dừng chuyển động của xe ô tô.		0
287	Hãy nêu công dụng ly hợp (côn) của xe ô tô?		2	Dùng để truyền mô men xoắn giữa các trục không cùng nằm trên một đường thẳng và góc lệch trục luôn thay đổi trong quá trình xe ô tô chuyển động.	Dùng để truyền hoặc ngắt truyền động từ động cơ đến hộp số của xe ô tô.	Dùng để truyền truyền động từ hộp số đến bánh xe chủ động của ô tô.		0
288	Hãy nêu công dụng hộp số của xe ô tô?		3	Truyền và tăng mô men xoắn giữa các trục vuông góc nhau, đảm bảo cho các bánh xe chủ động quay với tốc độ khác nhau khi sức cản chuyển động ở bánh xe hai bên không bằng nhau.	Truyền và thay đổi mô men xoắn giữa các trục không cùng nằm trên một đường thẳng và góc lệch trục luôn thay đổi trong quá trình ô tô chuyển động, chuyển số êm dịu, dễ điều khiển.	Truyền và thay đổi mô men từ động cơ đến bánh xe chủ động, cắt truyền động từ động cơ đến bánh xe chủ động, đảm bảo cho xe ô tô chuyển động lùi.		0
289	Hãy nêu công dụng hệ thống lái của xe ô tô?		3	Dùng để thay đổi mô men từ động cơ tới các bánh xe chủ động khi xe ô tô chuyển động theo hướng xác định.	Dùng để thay đổi mô men giữa các trục vuông góc nhau khi xe ô tô chuyển động theo hướng xác định.	Dùng để thay đổi hướng chuyển động hoặc giữ cho xe ô tô chuyển động ổn định theo hướng xác định.		0
290	Hãy nêu công dụng hệ thống phanh của xe ô tô?		1	Dùng để giảm tốc độ, dừng chuyển động của xe ô tô và giữ cho xe ô tô đứng yên trên dốc.	Dùng để thay đổi hướng chuyển động hoặc giữ cho xe ô tô chuyển động ổn định theo hướng xác định.	Dùng để truyền hoặc ngắt truyền động từ động cơ đến bánh xe chủ động của xe ô tô.		0
291	Đèn phanh trên xe mô tô có tác dụng gì dưới đây?		3	Có tác dụng cảnh báo cho các xe phía sau biết xe đang giảm tốc để chủ động tránh hoặc giảm tốc để tránh va chạm.	Có tác dụng định vị vào ban đêm với các xe từ phía sau tới để tránh va chạm.	Cả ý 1 và ý 2.		0
292	Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?	https://i-vnexpress.vnecdn.net/2020/09/04/q292.png	1	Nhiệt độ nước làm mát động cơ quá ngưỡng cho phép.	Áp suất lốp không đủ.	Đang hãm phanh tay.	Cần kiểm tra động cơ.	0
293	Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?	https://i-vnexpress.vnecdn.net/2020/09/04/q293.png	4	Báo hiệu lỗi hệ thống chống bó cứng khi phanh bị lỗi.	Áp suất lốp không đủ.	Đang hãm phanh tay.	Cần kiểm tra động cơ.	0
294	Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?	https://i-vnexpress.vnecdn.net/2020/09/04/q294.png	2	Báo hiệu thiếu dầu phanh.	Áp suất lốp không đủ.	Đang hãm phanh tay.	Sắp hết nhiên liệu.	0
295	Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?	https://i-vnexpress.vnecdn.net/2020/09/04/q295.png	1	Báo hiệu hệ thống chống bó cứng khi phanh bị lỗi.	Áp suất lốp không đủ.	Đang hãm phanh tay.	Sắp hết nhiên liệu.	0
296	Khi khởi động xe ô tô số tự động có trang bị chìa khóa thông minh có cần đạp hết hành trình bàn đạp chân phanh hay không?	https://i-vnexpress.vnecdn.net/2020/09/04/q296.png	1	Phải đạp hết hành trình bàn đạp chân phanh.	Không cần đạp phanh.	Tùy từng trường hợp.		0
297	Ắc quy được trang bị trên xe ô tô có tác dụng gì dưới đây?		4	Giúp người lái xe kịp thời tạo xung lực tối đa lên hệ thống phanh trong khoảnh khắc đầu tiên của tình huống khẩn cấp.	Ổn định chuyển động của xe ô tô khi đi vào đường vòng.	Hỗ trợ người lái xe khởi hành ngang dốc.	Để tích trữ điện năng, cung cấp cho các phụ tải khi máy phát chưa làm việc.	0
298	Máy phát điện được trang bị trên xe ô tô có tác dụng gì dưới đây?		1	Để phát điện năng cung cấp cho các phụ tải làm việc và nạp điện cho ắc quy.	Ổn định chuyển động của xe ô tô khi đi vào đường vòng.	Hỗ trợ người lái xe khởi hành ngang dốc.	Để tích trữ điện năng và cung cấp điện cho các phụ tải làm việc.	0
299	Dây đai an toàn được trang bị trên xe ô tô có tác dụng gì dưới đây?		2	Ổn định chuyển động của xe ô tô khi đi vào đường vòng.	Giữ chặt người lái và hành khách trên ghế ngồi khi xe ô tô đột ngột dừng lại.	Để tích trữ điện năng và cung cấp điện cho các phụ tải làm việc.		0
300	Túi khí được trang bị trên xe ô tô có tác dụng gì dưới đây?		4	Giữ chặt người lái và hành khách trên ghế ngồi khi xe ô tô đột ngột dừng lại.	Giảm khả năng va đập của một số bộ phận cơ thể quan trọng với các vật thể trong xe.	Hấp thụ một phần lực va đập lên người lái và hành khách.	Cả ý 2 và ý 3.	0
301	Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây không tắt trong thời gian dài, báo hiệu tình trạng như thế nào của xe ô tô?	https://i-vnexpress.vnecdn.net/2020/09/04/q301.png	4	Nhiệt độ nước làm mát động cơ quá ngưỡng cho phép.	Áp suất lốp không đủ.	Đang hãm phanh tay.	Hệ thống lái gặp trục trặc.	0
302	Trên xe ô tô có trang bị thiết bị như hình vẽ có tác dụng gì dưới đây?	https://i-vnexpress.vnecdn.net/2020/09/04/q302.png	4	Dùng để kích (hay nâng) xe ô tô.	Vặn ốc lắp bánh xe.	Đang hãm phanh tay.	Hệ thống lái gặp trục trặc.	0
303	Trên xe ô tô có trang bị thiết bị như hình vẽ, dùng để làm gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q303.png	3	Thay lốp xe.	Chữa cháy.	Phá cửa kính xe ô tô trong các trường hợp	Vặn ốc để tháo lắp bánh xe.	0
304	Trên xe ô tô có trang bị thiết bị như hình vẽ, dùng để làm gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q304.png	2	Thay lốp xe.	Chữa cháy trong các trường hợp hỏa hoạn.	Phá cửa kính xe ô tô trong các trường hợp khẩn cấp.	Cầm máu cho người bị nạn	0
305	Biển nào cấm các loại xe cơ giới đi vào, trừ xe gắn máy, mô tô hai bánh và các loại xe ưu tiên theo luật định?	https://i-vnexpress.vnecdn.net/2020/09/04/q305.png	1	Biển 1.	Biển 2.	Biển 1 và 3.	Cả ba biển.	0
306	Biển nào cấm ô tô tải?	https://i-vnexpress.vnecdn.net/2020/09/04/q306.png	4	Cả ba biển.	Biển 2 và 3.	Biển 1 và 3.	Biển 1 và 2	0
307	Biển nào cấm máy kéo?	https://i-vnexpress.vnecdn.net/2020/09/04/q307.png	2	Biển 1.	Biển 2 và 3.	Biển 1 và 3.	Cả ba biển.	0
308	Biển nào báo hiệu cấm xe mô tô ba bánh đi vào?	https://i-vnexpress.vnecdn.net/2020/09/04/q308.png	1	Biển 1 và 2.	Biển 1 và 3.	Biển 2 và 3.		0
309	Biển nào dưới đây xe gắn máy được phép đi vào?	https://i-vnexpress.vnecdn.net/2020/09/04/q309.png	2	Biển 1.	Biển 2.			0
310	Biển nào báo hiệu cấm xe mô tô hai bánh đi vào?	https://i-vnexpress.vnecdn.net/2020/09/04/q310.png	1	Biển 1.	Biển 2.	Biển 3.		0
311	Khi gặp biển nào thì xe mô tô hai bánh được đi vào?	https://i-vnexpress.vnecdn.net/2020/09/04/q311.png	3	Không biển nào.	Biển 1 và 2.	Biển 2 và 3.	Cả 3 biển.	0
312	Biển nào cho phép ô tô con được vượt?	https://i-vnexpress.vnecdn.net/2020/09/04/q312.png	3	Biển 1 và 2.	Biển 2.	Biển 1 và 3.	Biển 2 và 3.	0
313	Biển nào không cho phép ô tô con vượt?	https://i-vnexpress.vnecdn.net/2020/09/04/q313.png	2	Biển 1.	Biển 2.	Biển 3.		0
314	Biển nào cấm ô tô tải vượt?	https://i-vnexpress.vnecdn.net/2020/09/04/q314.png	4	Biển 1.	Biển 1 và 2.	Biển 1 và 3.	Biển 2 và 3.	0
315	Biển nào cấm xe tải vượt?	https://i-vnexpress.vnecdn.net/2020/09/04/q315.png	3	Biển 1.	Biển 2.	Cả hai biển.		0
316	Biển nào xe ô tô con được phép vượt?	https://i-vnexpress.vnecdn.net/2020/09/04/q316.png	2	Biển 1.	Biển 2.			0
317	Biển nào cấm quay đầu xe?	https://i-vnexpress.vnecdn.net/2020/09/04/q317.png	2	Biển 1.	Biển 2.	Không biển nào.	Cả hai biển.	0
318	Biển nào cấm xe rẽ trái?	https://i-vnexpress.vnecdn.net/2020/09/04/q318.png	3	Biển 1.	Biển 2.	Cả hai biển.		0
319	Khi gặp biển nào xe được rẽ trái?	https://i-vnexpress.vnecdn.net/2020/09/04/q319.png	2	Biển 1.	Biển 2.	Không biển nào.		0
320	Biển nào cấm ô tô rẽ trái?	https://i-vnexpress.vnecdn.net/2020/09/04/q320.png	3	Biển 1.	Biển 2.	Cả hai biển.		0
321	Biển nào cấm các phương tiện giao thông đường bộ rẽ phải?	https://i-vnexpress.vnecdn.net/2020/09/04/q321.png	1	Biển 1 và 2.	Biển 1 và 3.	Biển 2 và 3.	Cả ba biển.	0
322	Biển nào cấm các phương tiện giao thông đường bộ rẽ trái?	https://i-vnexpress.vnecdn.net/2020/09/04/q322.png	1	Biển 1 và 2.	Biển 1 và 3.	Biển 2 và 3.	Cả ba biển.	0
323	Biển nào dưới đây cấm ô tô quay đầu?	https://i-vnexpress.vnecdn.net/2020/09/04/q323.png	1	Biển 1 và 2.	Biển 1 và 3.	Biển 2 và 3.	Không biển nào.	0
